vehicle_id,vehicle_type,model,year,location,acquired_date
6SX9KR,Full-Size,Chevrolet Impala,2019,Central,2023-02-12
YFOTKH,Compact,Hyundai Elantra,2022,North,2023-03-05
P5O4YE,SUV,Ford Explorer,2022,North,2023-01-17
6VUZBJ,Mid-Size,Honda Accord,2023,North,2023-03-31
2WOQWR,Full-Size,Ford Taurus,2022,Central,2023-01-20
QTKUYZ,Truck,Ram 1500,2018,Central,2023-03-20
WQX0LR,Compact,Honda Civic,2023,West,2023-03-18
YXRJ6T,Mid-Size,Honda Accord,2020,North,2023-01-17
TQ1K7C,Full-Size,Chrysler 300,2018,East,2023-01-01
AS4AYO,Mid-Size,Nissan Altima,2021,Central,2023-03-08
ANXW49,Compact,Honda Civic,2019,North,2023-03-20
B4A918,Compact,Honda Civic,2020,West,2023-03-06
CC9KNK,Mid-Size,Honda Accord,2020,North,2023-01-06
FCE4A6,Full-Size,Chrysler 300,2018,Central,2023-02-28
HVJ6BZ,Full-Size,Ford Taurus,2023,East,2023-02-05
7PQF58,Compact,Honda Civic,2021,Central,2023-03-24
RY1MAE,Mid-Size,Nissan Altima,2023,East,2023-03-14
62D25T,Mid-Size,Nissan Altima,2020,West,2023-03-13
Q95NR7,Mid-Size,Honda Accord,2021,Central,2023-02-06
7WX0K7,Full-Size,Chevrolet Impala,2022,South,2023-01-29
K33K35,Mid-Size,Toyota Camry,2019,West,2023-03-16
RTSBTY,Mid-Size,Honda Accord,2023,East,2023-01-11
URST7O,Truck,Ram 1500,2019,East,2023-01-10
IC5GP1,Mid-Size,Nissan Altima,2023,West,2023-01-06
GIWWIT,Full-Size,Chrysler 300,2021,South,2023-02-16
ZHPK7N,Compact,Toyota Corolla,2021,North,2023-01-07
45G7BN,Compact,Honda Civic,2019,East,2023-02-22
FBTVUP,Compact,Hyundai Elantra,2021,Central,2023-01-16
2RTPHX,SUV,Toyota RAV4,2021,North,2023-03-22
3KQ6HP,SUV,Ford Explorer,2023,South,2023-02-08
JMQ7AM,Compact,Hyundai Elantra,2023,West,2023-01-09
5CSFUZ,Compact,Toyota Corolla,2020,East,2023-03-04
WU0TWC,Mid-Size,Toyota Camry,2020,West,2023-01-31
AFTONQ,Full-Size,Chrysler 300,2020,East,2023-01-24
9NPS10,Full-Size,Chrysler 300,2020,Central,2023-03-01
9W8WTU,Full-Size,Chrysler 300,2018,Central,2023-03-28
RHNVVF,Truck,Chevrolet Silverado,2018,East,2023-03-30
2ZSQUU,Mid-Size,Honda Accord,2022,East,2023-02-09
P5FNOD,Full-Size,Ford Taurus,2019,South,2023-03-18
D61NJO,Full-Size,Ford Taurus,2020,East,2023-01-19
ZKCPVS,Mid-Size,Honda Accord,2022,Central,2023-03-18
G4WZ8S,Truck,Ford F-150,2021,East,2023-03-26
U114ZC,Compact,Hyundai Elantra,2020,West,2023-02-16
MVQBJL,Full-Size,Ford Taurus,2022,East,2023-02-17
B1N255,Full-Size,Ford Taurus,2018,West,2023-02-20
6RIDWE,Truck,Ram 1500,2020,West,2023-01-07
IIJNLS,Mid-Size,Honda Accord,2018,East,2023-03-19
8XYFEG,Mid-Size,Honda Accord,2021,Central,2023-03-08
4G913K,SUV,Ford Explorer,2018,Central,2023-03-20
FG4POI,SUV,Ford Explorer,2023,North,2023-01-11
MN03QM,Mid-Size,Honda Accord,2021,South,2023-03-14
QGCIAB,SUV,Chevrolet Equinox,2019,Central,2023-02-02
I6GZFQ,Mid-Size,Nissan Altima,2021,East,2023-03-15
VU2J0O,Full-Size,Chrysler 300,2020,South,2023-03-31
QL93Q0,SUV,Toyota RAV4,2021,West,2023-03-21
6KL1KD,Mid-Size,Honda Accord,2019,West,2023-03-24
VHVDRI,Mid-Size,Toyota Camry,2021,North,2023-01-11
TIJ69L,Truck,Ram 1500,2018,North,2023-01-30
XMGD6C,SUV,Toyota RAV4,2018,Central,2023-01-27
RH1EUM,SUV,Chevrolet Equinox,2021,West,2023-02-16
SGEGUX,Mid-Size,Nissan Altima,2021,South,2023-03-29
671AZZ,Truck,Ram 1500,2019,Central,2023-03-03
ZXYVWY,Compact,Honda Civic,2018,North,2023-02-19
BSE79F,Mid-Size,Toyota Camry,2020,Central,2023-03-14
6RYXE6,Mid-Size,Toyota Camry,2023,North,2023-01-16
XRW9XX,SUV,Toyota RAV4,2022,West,2023-03-01
5ZF360,Truck,Chevrolet Silverado,2018,Central,2023-02-15
FSB18B,Full-Size,Chevrolet Impala,2023,West,2023-01-19
D723HW,Full-Size,Chevrolet Impala,2020,West,2023-02-28
3CKKTJ,Mid-Size,Nissan Altima,2021,South,2023-03-17
MJCYW5,Mid-Size,Toyota Camry,2018,South,2023-03-16
UYMNO8,Mid-Size,Toyota Camry,2019,South,2023-03-17
R5LYJO,Compact,Honda Civic,2022,North,2023-03-15
4YRO2F,Mid-Size,Honda Accord,2019,South,2023-02-12
4WLZ9M,SUV,Toyota RAV4,2018,South,2023-01-05
O7M46U,Full-Size,Chrysler 300,2018,West,2023-03-28
CCKA1X,SUV,Chevrolet Equinox,2023,South,2023-02-10
Q3ESMA,Mid-Size,Toyota Camry,2022,North,2023-02-26
RFBHHW,Mid-Size,Nissan Altima,2018,West,2023-01-02
2RXD2S,Compact,Honda Civic,2023,East,2023-03-21
P5LP7F,Mid-Size,Nissan Altima,2022,South,2023-03-21
SUZ7ME,Mid-Size,Honda Accord,2020,West,2023-03-25
OF0U1M,Mid-Size,Toyota Camry,2021,South,2023-01-16
866ZGF,Compact,Hyundai Elantra,2019,West,2023-03-17
855X4R,Full-Size,Chevrolet Impala,2019,North,2023-02-26
FJ4X96,Mid-Size,Nissan Altima,2022,East,2023-01-14
1BGNB7,Mid-Size,Nissan Altima,2019,East,2023-02-21
INYBWD,Compact,Toyota Corolla,2020,South,2023-02-12
6YMZLE,Mid-Size,Nissan Altima,2020,West,2023-02-26
AHZUJY,Mid-Size,Toyota Camry,2018,South,2023-01-08
NFYQXU,Mid-Size,Honda Accord,2022,West,2023-02-20
DBDII7,Full-Size,Ford Taurus,2022,South,2023-03-02
25RLO5,Compact,Honda Civic,2023,East,2023-03-06
MWF9X8,Truck,Chevrolet Silverado,2021,West,2023-03-11
KWJQLF,Compact,Honda Civic,2019,Central,2023-02-26
PTFODX,Mid-Size,Honda Accord,2019,South,2023-03-05
LDS498,Compact,Hyundai Elantra,2020,East,2023-01-09
GH6WT2,Mid-Size,Toyota Camry,2023,East,2023-03-13
CTU7QS,Mid-Size,Nissan Altima,2019,Central,2023-02-03
2JCQVR,SUV,Ford Explorer,2022,Central,2023-02-19
ZJA24W,Mid-Size,Toyota Camry,2018,West,2023-02-19
LNRPIN,Full-Size,Chrysler 300,2023,Central,2023-03-29
KQNT3L,Compact,Toyota Corolla,2021,North,2023-01-30
C3G7TS,Compact,Hyundai Elantra,2020,West,2023-02-04
OZX7AG,Mid-Size,Toyota Camry,2020,Central,2023-03-10
JG8CEP,Mid-Size,Toyota Camry,2020,West,2023-02-27
JLVU5Q,Mid-Size,Nissan Altima,2019,East,2023-01-29
7GHOEB,Truck,Ford F-150,2021,Central,2023-01-31
NTJJDE,Full-Size,Chrysler 300,2023,West,2023-03-16
5CZZHI,Truck,Chevrolet Silverado,2019,Central,2023-03-17
NXB3MR,Mid-Size,Nissan Altima,2022,North,2023-01-14
6E8WPC,SUV,Toyota RAV4,2021,West,2023-02-05
C3O13O,Full-Size,Chevrolet Impala,2022,East,2023-03-11
LJWZMU,Full-Size,Chevrolet Impala,2022,Central,2023-01-11
TFS18M,Truck,Chevrolet Silverado,2018,Central,2023-01-17
I673MJ,Full-Size,Chrysler 300,2018,Central,2023-01-15
WJ1OL2,SUV,Ford Explorer,2023,South,2023-02-17
ME2LXX,Full-Size,Chevrolet Impala,2018,East,2023-02-10
CB3CL1,Compact,Honda Civic,2021,North,2023-01-29
GSEUZI,Full-Size,Chevrolet Impala,2022,Central,2023-01-13
KT2TZO,Mid-Size,Toyota Camry,2021,South,2023-02-27
E82BJO,Truck,Ford F-150,2018,West,2023-03-14
C4GHL7,SUV,Toyota RAV4,2018,East,2023-01-20
IPYFDD,Compact,Hyundai Elantra,2022,Central,2023-03-01
GL77U7,Compact,Toyota Corolla,2023,Central,2023-03-13
BUPETQ,Compact,Honda Civic,2020,West,2023-02-20
1PPIRC,Mid-Size,Honda Accord,2021,West,2023-02-21
UNJN6Z,Compact,Honda Civic,2023,North,2023-01-16
4OOAYA,Full-Size,Chrysler 300,2022,Central,2023-03-28
9YQX9F,Full-Size,Ford Taurus,2021,North,2023-03-28
05VXSF,SUV,Toyota RAV4,2021,East,2023-03-06
9KN9CO,Mid-Size,Toyota Camry,2023,South,2023-03-23
UIYSJH,Mid-Size,Toyota Camry,2022,South,2023-02-24
K2S2Z2,Compact,Honda Civic,2020,Central,2023-03-01
4WMY8L,SUV,Toyota RAV4,2022,South,2023-03-16
R5VFMJ,Compact,Honda Civic,2019,East,2023-01-04
R9480S,Compact,Honda Civic,2023,South,2023-01-20
XRBETX,Compact,Toyota Corolla,2018,Central,2023-01-19
JBCL5P,SUV,Chevrolet Equinox,2019,West,2023-02-26
9648I9,Compact,Hyundai Elantra,2020,East,2023-01-22
72GKXB,Full-Size,Ford Taurus,2019,North,2023-02-05
3PAKOX,Full-Size,Chevrolet Impala,2021,North,2023-02-14
VNW6MN,SUV,Toyota RAV4,2022,South,2023-03-08
DNK1EV,Compact,Hyundai Elantra,2023,East,2023-02-16
1JCYVU,Compact,Honda Civic,2021,Central,2023-01-03
5DHQU7,Mid-Size,Honda Accord,2021,North,2023-03-03
WH4O5J,Compact,Honda Civic,2021,East,2023-02-08
2TU9FL,Full-Size,Chrysler 300,2018,South,2023-01-11
G344IJ,Mid-Size,Honda Accord,2022,North,2023-02-28
O11928,Mid-Size,Toyota Camry,2018,West,2023-01-25
JVTF8E,Compact,Toyota Corolla,2021,West,2023-02-11
4JHVQN,Full-Size,Chrysler 300,2023,Central,2023-03-29
6ZV22G,Compact,Hyundai Elantra,2022,East,2023-01-22
P63CIJ,Full-Size,Chrysler 300,2021,South,2023-03-21
S3RGUH,Compact,Toyota Corolla,2019,Central,2023-02-11
Y9W6T3,Truck,Ford F-150,2023,South,2023-03-25
7GXJDI,Full-Size,Ford Taurus,2023,West,2023-03-18
FGA8PF,Compact,Toyota Corolla,2020,Central,2023-03-16
M0WBFT,Compact,Honda Civic,2018,North,2023-01-19
8C5CRI,Mid-Size,Honda Accord,2021,Central,2023-03-13
P7HWLX,Compact,Toyota Corolla,2021,South,2023-02-03
BK807Y,Compact,Toyota Corolla,2023,East,2023-03-23
GQ5YS5,SUV,Chevrolet Equinox,2023,South,2023-03-31
E8E92R,Full-Size,Chrysler 300,2019,North,2023-02-25
RBLIZH,Compact,Honda Civic,2019,West,2023-03-24
3K4M1Y,Full-Size,Chevrolet Impala,2023,East,2023-02-17
9SMXB8,Mid-Size,Toyota Camry,2019,East,2023-01-04
YBGAYX,Truck,Chevrolet Silverado,2020,East,2023-03-20
FTRRW4,Compact,Toyota Corolla,2019,West,2023-02-17
6F7UG7,Full-Size,Chrysler 300,2020,Central,2023-01-04
NQ8UFC,SUV,Toyota RAV4,2021,East,2023-01-06
3MDB8U,Compact,Toyota Corolla,2019,North,2023-03-07
SVP8VW,Compact,Hyundai Elantra,2020,South,2023-03-25
6AL3DL,Mid-Size,Toyota Camry,2020,East,2023-03-04
FZ4JY1,SUV,Chevrolet Equinox,2018,North,2023-02-09
67QC0T,Mid-Size,Nissan Altima,2022,South,2023-01-28
QTXKLM,Full-Size,Chevrolet Impala,2023,South,2023-02-07
RYBK0B,SUV,Ford Explorer,2020,Central,2023-01-30
21LWRJ,SUV,Ford Explorer,2019,East,2023-01-25
F846F8,Mid-Size,Nissan Altima,2021,Central,2023-01-12
WSMILG,Mid-Size,Toyota Camry,2021,East,2023-02-21
2886E0,Full-Size,Ford Taurus,2021,East,2023-01-20
4SUN3Z,Mid-Size,Honda Accord,2021,Central,2023-01-14
WA8S8Y,SUV,Toyota RAV4,2022,West,2023-01-25
S1IQA0,Compact,Hyundai Elantra,2018,South,2023-03-13
LD2IIF,Compact,Hyundai Elantra,2018,South,2023-02-21
VMUM1N,SUV,Toyota RAV4,2018,West,2023-02-14
2QAPIR,Mid-Size,Honda Accord,2018,North,2023-02-23
E1WF9M,Compact,Honda Civic,2023,North,2023-02-20
HAIBRV,Compact,Toyota Corolla,2022,North,2023-02-14
N58LWO,Mid-Size,Nissan Altima,2021,West,2023-03-17
JHSFY5,SUV,Chevrolet Equinox,2022,East,2023-03-07
NU9ZO5,Compact,Honda Civic,2018,North,2023-01-17
BVJGSZ,Compact,Toyota Corolla,2019,West,2023-03-15
00KOEW,Mid-Size,Toyota Camry,2022,West,2023-01-16
2RLLXY,Truck,Chevrolet Silverado,2020,West,2023-01-08
RIOLDO,Mid-Size,Honda Accord,2021,North,2023-02-07
4WE4HW,Truck,Chevrolet Silverado,2022,Central,2023-02-05
U01K1V,SUV,Ford Explorer,2018,North,2023-03-12
MDUQQY,Mid-Size,Toyota Camry,2022,East,2023-03-04
ZGK6VP,SUV,Toyota RAV4,2022,East,2023-01-06
9Y4QF0,Full-Size,Ford Taurus,2020,South,2023-02-14
3VPEI7,Mid-Size,Honda Accord,2020,South,2023-03-13
GXXQ9Y,Mid-Size,Toyota Camry,2018,North,2023-03-07
8J017O,SUV,Chevrolet Equinox,2019,East,2023-02-15
L2ZJK2,SUV,Chevrolet Equinox,2019,West,2023-02-25
U6W9L1,SUV,Chevrolet Equinox,2023,South,2023-02-20
GZPS3D,Truck,Ram 1500,2018,East,2023-01-21
IUOUPC,Mid-Size,Nissan Altima,2019,Central,2023-02-20
7YVFHV,SUV,Ford Explorer,2018,South,2023-03-02
BR65SI,SUV,Chevrolet Equinox,2019,South,2023-01-06
CGKT0Q,Compact,Hyundai Elantra,2018,North,2023-03-04
3FPWB6,Compact,Honda Civic,2019,East,2023-01-23
90ZHGI,Mid-Size,Toyota Camry,2022,South,2023-01-01
EU8Y59,SUV,Ford Explorer,2022,Central,2023-03-09
XD7TT9,Mid-Size,Nissan Altima,2020,South,2023-02-05
YD19IQ,Full-Size,Chrysler 300,2022,West,2023-02-07
DZFPX4,Compact,Toyota Corolla,2021,North,2023-02-26
L6AFE0,Mid-Size,Honda Accord,2023,South,2023-02-20
NA2JYT,Full-Size,Ford Taurus,2022,North,2023-02-25
EV4N4J,Compact,Toyota Corolla,2019,East,2023-03-27
KGHIXE,SUV,Chevrolet Equinox,2021,North,2023-02-28
TJF3TK,Compact,Hyundai Elantra,2022,North,2023-01-05
W6KIYR,Truck,Ford F-150,2019,East,2023-01-21
YG7AJW,Compact,Toyota Corolla,2021,East,2023-02-10
SM9MYO,Truck,Chevrolet Silverado,2020,South,2023-02-12
P1MO2D,Full-Size,Chevrolet Impala,2019,East,2023-02-02
PKRUP9,Compact,Hyundai Elantra,2019,East,2023-01-17
6FXLZR,Compact,Honda Civic,2018,West,2023-01-10
88CDA2,Compact,Toyota Corolla,2022,East,2023-01-14
I0LLV1,Full-Size,Ford Taurus,2022,Central,2023-03-27
UU0GVK,SUV,Toyota RAV4,2021,South,2023-02-05
FLGLA0,Mid-Size,Honda Accord,2019,North,2023-03-28
MX03CS,Mid-Size,Honda Accord,2018,East,2023-01-31
PM3CL2,Full-Size,Chevrolet Impala,2021,North,2023-01-29
OCGKIY,Mid-Size,Toyota Camry,2019,West,2023-02-14
G1LCAV,Full-Size,Chevrolet Impala,2021,South,2023-03-27
0EL150,Mid-Size,Toyota Camry,2023,South,2023-02-20
W0KCUU,Full-Size,Chevrolet Impala,2018,East,2023-01-04
2I6RP9,Truck,Chevrolet Silverado,2021,North,2023-01-25
TDJVIF,Mid-Size,Toyota Camry,2023,South,2023-03-30
KSDS0Q,Compact,Honda Civic,2020,Central,2023-01-14
YXR9W2,Compact,Hyundai Elantra,2022,West,2023-03-17
X8PGG9,Full-Size,Chrysler 300,2022,East,2023-03-25
2KQB8P,Mid-Size,Honda Accord,2020,East,2023-01-20
NIC1ID,Truck,Ford F-150,2019,East,2023-02-20
9TCKTH,Full-Size,Ford Taurus,2022,Central,2023-02-23
955S9L,Mid-Size,Nissan Altima,2021,Central,2023-03-13
T0S4DP,SUV,Chevrolet Equinox,2020,East,2023-03-13
3GN9WM,Mid-Size,Nissan Altima,2019,Central,2023-01-06
NH0DHE,SUV,Toyota RAV4,2022,North,2023-01-29
17D86S,Compact,Toyota Corolla,2019,South,2023-03-26
BYS3KU,Full-Size,Chevrolet Impala,2018,South,2023-02-01
6YX8RG,Truck,Ford F-150,2018,West,2023-01-23
9ET12Z,SUV,Ford Explorer,2020,West,2023-02-26
PGBK8Y,SUV,Ford Explorer,2018,East,2023-01-18
ORM6Q4,Mid-Size,Honda Accord,2020,South,2023-01-14
BRVYAX,SUV,Chevrolet Equinox,2019,East,2023-03-13
4DLPJP,Full-Size,Ford Taurus,2020,South,2023-01-11
66V53C,Full-Size,Chrysler 300,2022,East,2023-03-22
N4PWOA,Compact,Hyundai Elantra,2020,South,2023-01-23
UN15DM,Compact,Hyundai Elantra,2021,Central,2023-01-10
OYOU6V,Full-Size,Chrysler 300,2018,West,2023-03-08
DR5R96,Compact,Honda Civic,2018,North,2023-01-16
JOGGNP,Full-Size,Chrysler 300,2023,Central,2023-02-02
M0FR50,SUV,Chevrolet Equinox,2021,West,2023-02-01
HI7U55,Truck,Ford F-150,2018,South,2023-02-15
PTNWXY,Compact,Toyota Corolla,2021,East,2023-02-12
40DMUW,Truck,Ford F-150,2018,North,2023-01-18
5O3OFR,Compact,Hyundai Elantra,2018,North,2023-01-22
FOIAX0,Mid-Size,Toyota Camry,2020,East,2023-01-18
EVSEVJ,SUV,Toyota RAV4,2021,West,2023-01-05
3VESE0,Compact,Hyundai Elantra,2021,South,2023-02-28
KRZ4SC,Compact,Honda Civic,2022,South,2023-02-12
JWBNLL,Compact,Hyundai Elantra,2019,Central,2023-01-10
87656G,Mid-Size,Nissan Altima,2019,Central,2023-01-30
OC25BG,SUV,Toyota RAV4,2021,East,2023-03-02
G72JBO,Compact,Honda Civic,2023,North,2023-01-26
VBQT9G,Compact,Toyota Corolla,2022,West,2023-02-06
GPL72J,Full-Size,Chevrolet Impala,2022,West,2023-03-08
MW5HKV,Compact,Hyundai Elantra,2018,Central,2023-03-02
4KQYP1,Full-Size,Chrysler 300,2023,Central,2023-03-05
S5V74I,Truck,Chevrolet Silverado,2023,West,2023-02-04
6EKBDZ,SUV,Ford Explorer,2021,North,2023-02-13
DGO238,SUV,Toyota RAV4,2020,South,2023-03-18
BFOKDS,Mid-Size,Toyota Camry,2021,West,2023-03-20
QPAPQH,SUV,Chevrolet Equinox,2021,West,2023-01-06
267YYF,Compact,Honda Civic,2023,East,2023-03-17
OAU1YA,Compact,Toyota Corolla,2018,East,2023-03-22
U5DTJ7,Full-Size,Chevrolet Impala,2021,West,2023-03-26
T1S6K0,Compact,Toyota Corolla,2022,East,2023-01-25
PUYG50,SUV,Toyota RAV4,2020,North,2023-02-15
OVXQWU,Full-Size,Chrysler 300,2023,Central,2023-01-04
2IAO3E,Truck,Chevrolet Silverado,2018,South,2023-01-10
5OHQ34,Mid-Size,Honda Accord,2018,South,2023-02-20
WS3628,Mid-Size,Honda Accord,2022,North,2023-01-19
3BAV8K,Full-Size,Ford Taurus,2018,East,2023-01-21
84FRHC,Compact,Honda Civic,2020,Central,2023-01-27
YHUYPC,Mid-Size,Honda Accord,2019,North,2023-02-11
CNB5FB,Full-Size,Ford Taurus,2022,South,2023-01-14
FZVYML,Truck,Chevrolet Silverado,2018,North,2023-03-14
YEODP8,Full-Size,Ford Taurus,2020,North,2023-03-02
4YXNZ4,Compact,Hyundai Elantra,2023,West,2023-03-13
UDYELH,Mid-Size,Toyota Camry,2020,South,2023-03-25
B1XONX,Full-Size,Chevrolet Impala,2021,West,2023-02-24
TIR1T2,Compact,Honda Civic,2023,East,2023-02-02
SO0HWW,Mid-Size,Toyota Camry,2021,West,2023-03-30
JJDFDW,Mid-Size,Toyota Camry,2022,North,2023-02-20
ESE2YK,Compact,Hyundai Elantra,2023,South,2023-02-11
0IWXPZ,Mid-Size,Honda Accord,2021,East,2023-02-07
8OKPUE,Compact,Honda Civic,2022,North,2023-01-04
8Q88CE,Full-Size,Chrysler 300,2021,East,2023-03-28
GUMAUL,Compact,Toyota Corolla,2022,East,2023-03-15
414UZC,Full-Size,Ford Taurus,2021,East,2023-03-04
1QACLN,Compact,Toyota Corolla,2020,East,2023-01-20
H1QJYQ,SUV,Chevrolet Equinox,2021,West,2023-03-25
2S04CE,Compact,Toyota Corolla,2020,West,2023-01-16
0TIB8D,Mid-Size,Nissan Altima,2020,North,2023-01-22
QHOZSB,Mid-Size,Toyota Camry,2019,West,2023-01-07
D8JP24,Compact,Toyota Corolla,2020,Central,2023-01-26
KHPMZ0,Mid-Size,Toyota Camry,2020,Central,2023-01-30
JN0ST3,SUV,Ford Explorer,2021,South,2023-03-13
XXR4AD,Truck,Ford F-150,2020,West,2023-01-30
YVKVDV,Mid-Size,Toyota Camry,2020,Central,2023-03-28
NVM0E4,Compact,Hyundai Elantra,2018,South,2023-01-28
RI8DTC,Full-Size,Chrysler 300,2020,Central,2023-02-17
6FJX5O,Full-Size,Chrysler 300,2020,West,2023-02-23
JM76E6,Compact,Hyundai Elantra,2023,West,2023-03-16
4TJQ1J,SUV,Toyota RAV4,2020,West,2023-03-09
MQCOEA,Mid-Size,Honda Accord,2018,West,2023-03-20
N19P1I,Full-Size,Ford Taurus,2019,Central,2023-03-26
WXLQYL,Mid-Size,Honda Accord,2022,Central,2023-01-11
VITCQS,Mid-Size,Toyota Camry,2018,East,2023-01-09
3NABT3,Compact,Honda Civic,2018,East,2023-02-10
63MR54,SUV,Toyota RAV4,2020,West,2023-01-14
QRCGTS,Compact,Toyota Corolla,2020,Central,2023-02-14
ULIQ58,SUV,Toyota RAV4,2020,South,2023-02-23
BMSHME,SUV,Toyota RAV4,2018,South,2023-01-25
Q57AW6,Full-Size,Ford Taurus,2022,West,2023-01-09
1CO19K,Compact,Honda Civic,2019,Central,2023-03-28
KI6GNE,Mid-Size,Toyota Camry,2022,Central,2023-02-03
7CSFOV,Mid-Size,Toyota Camry,2021,North,2023-03-17
ZUPK2Y,Full-Size,Chevrolet Impala,2019,Central,2023-02-26
Y1H97P,Truck,Ram 1500,2020,West,2023-03-01
HNN9K7,Mid-Size,Honda Accord,2018,North,2023-03-12
I77VDW,SUV,Ford Explorer,2022,North,2023-01-24
67QRNH,Compact,Honda Civic,2019,South,2023-01-20
X9J4DC,Mid-Size,Nissan Altima,2020,Central,2023-03-31
6EO5MK,Compact,Toyota Corolla,2018,West,2023-03-02
BZLERG,Full-Size,Chevrolet Impala,2020,East,2023-01-27
40994S,Compact,Hyundai Elantra,2020,West,2023-02-28
GBDI5H,Mid-Size,Nissan Altima,2019,East,2023-02-05
D7PPK8,SUV,Chevrolet Equinox,2023,Central,2023-03-19
M49QZA,Mid-Size,Nissan Altima,2019,North,2023-02-15
29HAB4,Compact,Honda Civic,2019,South,2023-01-29
IOMKFO,Compact,Honda Civic,2021,South,2023-03-04
7M2Y2U,Mid-Size,Toyota Camry,2019,Central,2023-03-09
NJKSOO,Mid-Size,Nissan Altima,2020,East,2023-02-03
N7X67W,Compact,Hyundai Elantra,2022,West,2023-03-09
D8RNOD,Full-Size,Chevrolet Impala,2018,Central,2023-01-22
XBZ4PN,Compact,Hyundai Elantra,2021,North,2023-01-22
Y4DQLA,Full-Size,Chrysler 300,2018,Central,2023-03-16
AT1VIQ,Mid-Size,Toyota Camry,2018,North,2023-02-25
84EXWN,Compact,Toyota Corolla,2018,West,2023-01-04
NZ7L74,Compact,Honda Civic,2018,West,2023-03-02
BKPXIO,Compact,Honda Civic,2020,Central,2023-01-28
DDPWQN,Compact,Honda Civic,2023,North,2023-01-25
RWZTDB,Mid-Size,Honda Accord,2023,Central,2023-02-08
MHTZJQ,Truck,Ram 1500,2018,West,2023-02-10
HQNAXK,SUV,Chevrolet Equinox,2023,North,2023-03-22
0YH5AU,Mid-Size,Toyota Camry,2021,East,2023-02-09
2TUQCY,Full-Size,Chevrolet Impala,2021,Central,2023-01-27
82CH3Z,Full-Size,Chrysler 300,2022,East,2023-03-11
NIQBDC,SUV,Toyota RAV4,2020,South,2023-02-18
3BTK1E,Compact,Honda Civic,2019,South,2023-01-01
6D4FBB,Mid-Size,Toyota Camry,2021,East,2023-02-26
2MP3JT,Mid-Size,Toyota Camry,2022,Central,2023-02-15
KC9N4P,Compact,Toyota Corolla,2022,West,2023-02-21
5GTN9M,Mid-Size,Toyota Camry,2019,West,2023-01-17
1ROZXR,SUV,Chevrolet Equinox,2023,West,2023-02-13
BCVBV5,Truck,Ford F-150,2019,West,2023-02-28
2ZJXG6,Compact,Toyota Corolla,2022,East,2023-03-02
DTRCGZ,Mid-Size,Toyota Camry,2019,West,2023-03-03
VFFXXO,Mid-Size,Nissan Altima,2018,South,2023-03-31
ABFBUO,Mid-Size,Honda Accord,2023,East,2023-02-15
HVZGWD,Full-Size,Chevrolet Impala,2021,South,2023-02-08
VND2G2,Compact,Hyundai Elantra,2019,Central,2023-02-18
NYZPYP,SUV,Chevrolet Equinox,2018,West,2023-01-30
VIPEOA,Truck,Ford F-150,2018,East,2023-01-29
O4NR4A,Full-Size,Chrysler 300,2019,East,2023-03-04
YTMJVP,Full-Size,Chrysler 300,2023,East,2023-01-29
OYO3KZ,Mid-Size,Honda Accord,2019,West,2023-03-09
U6OIOX,Mid-Size,Toyota Camry,2018,South,2023-03-09
P6FL92,Compact,Toyota Corolla,2023,Central,2023-03-27
C7PXAF,Full-Size,Ford Taurus,2023,South,2023-01-12
ZJEYH5,Compact,Hyundai Elantra,2019,North,2023-02-02
GAOLWI,SUV,Toyota RAV4,2021,West,2023-03-11
9PZ15S,Mid-Size,Nissan Altima,2021,West,2023-02-08
ISPVIS,Mid-Size,Nissan Altima,2021,South,2023-02-28
8Y8DXA,Mid-Size,Honda Accord,2019,West,2023-03-08
H3DRCK,Truck,Chevrolet Silverado,2022,West,2023-03-21
EQXX7E,Compact,Hyundai Elantra,2023,West,2023-01-21
OSDDL4,Compact,Hyundai Elantra,2022,Central,2023-01-24
VUT3TZ,Compact,Honda Civic,2023,Central,2023-02-12
L3BMJF,Full-Size,Chevrolet Impala,2018,East,2023-02-15
T6F545,Truck,Ram 1500,2021,South,2023-03-23
A9PVKS,Compact,Toyota Corolla,2023,North,2023-01-04
T2MDV2,Truck,Chevrolet Silverado,2021,East,2023-01-23
A32U8N,Mid-Size,Honda Accord,2023,West,2023-03-24
EXV6IF,Full-Size,Chrysler 300,2020,West,2023-02-25
YLGYG3,Compact,Toyota Corolla,2023,North,2023-03-02
LXUVKD,Mid-Size,Honda Accord,2023,West,2023-01-23
XP96CN,Full-Size,Ford Taurus,2021,West,2023-02-26
ON0MFN,Mid-Size,Toyota Camry,2022,West,2023-02-03
2OK1CQ,Compact,Toyota Corolla,2021,East,2023-03-07
DV6P95,SUV,Chevrolet Equinox,2019,North,2023-01-09
0GBEMO,Truck,Ram 1500,2021,East,2023-01-26
H90ZXW,Mid-Size,Honda Accord,2023,West,2023-02-28
5OFKI8,Full-Size,Chrysler 300,2018,East,2023-02-24
UPAZX3,SUV,Toyota RAV4,2019,East,2023-03-17
EXNIIK,Compact,Hyundai Elantra,2020,East,2023-03-14
0A8884,SUV,Toyota RAV4,2020,East,2023-01-02
LOE61F,Mid-Size,Nissan Altima,2021,South,2023-01-09
9B1E05,SUV,Toyota RAV4,2020,West,2023-02-01
8FFC3G,Compact,Toyota Corolla,2021,South,2023-03-28
OOMRMI,Mid-Size,Nissan Altima,2018,East,2023-02-12
